FECHA,SEMANA,TURNO,HORA DE INICIO,RESPONSABLE,OPERADORES,NUMERO DE PEDIDO,SELL.,NOMBRE DEL PEDIDO,TIPO DE BOLSA,MEDIDA,CALIBRE,GPM (Golpes por minuto),TEMPERATURA DE SELLADO (INFERIOR),TEMPERATURA DE SELLADO (SUPERIOR),PESO/BULTO,KG/DE BOBINA,N° DE BULTOS,PROMEDIO,MILLARES,SERIALIZADO INICIO,SERIALIZADO FIN,PESO DE TROQUEL,MERMA EXTRUSION,CAUSAS EXTRUSION,MER IMPRESIÓN,CAUSAS IMPRESIÓN,IMPRESIÓN  MERMA POR PROCESO,MERMA SELLADO,CAUSAS SELLADO,BOLSA DE 2A,ORIGEN,CUARENTENA,BASURA,MUESTRAS,HORA FINAL,HORAS DE TRABAJO
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
,0,,,RESPONSABLE4,OPERADORES25,,,,TIPODEBOLSA9,,,,,,,,,#DIV/0!,,,,,,CAUSASEXTRUSION1,,CAUSASIMPRESIÓN4,,,CAUSASSELLADO2,,,,,,,0
