,SEMANA,FECHA,TURNO,IMPRESORA,OPERADOR,N° DE PEDIDO,CLAVE SAP,NOMBRE DE PEDIDO,TIPO DE PRODUCTO,ANCHO DE PELICULA,TINTAS,FOLIO DEL ROLLO,HORA INICIO,HORA FINAL,PESO DE ROLLO,RECUPERADO,% DE RECUP,HORAS DE TRABAJO,DISCO,year,month,day,week,date
5894,37.0,2019-09-11,2.0,6.0,OPERADOR4,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-4-2,2:10:00 PM,2:40:00 PM,78.,,,0.5,,2019,9,11,37,2019-09-11
5895,37.0,2019-09-11,2.0,6.0,OPERADOR4,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-3-1,3:00:00 PM,4:40:00 PM,100.,,,1.67,,2019,9,11,37,2019-09-11
5896,37.0,2019-09-11,2.0,6.0,OPERADOR4,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-3-2,5:45:00 PM,6:30:00 PM,92.,,,0.75,,2019,9,11,37,2019-09-11
5897,37.0,2019-09-11,2.0,6.0,OPERADOR4,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-8-1,6:40:00 PM,7:30:00 PM,85.,,,0.83,,2019,9,11,37,2019-09-11
5898,37.0,2019-09-11,2.0,6.0,OPERADOR4,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-8-2,7:45:00 PM,8:40:00 PM,85.,,,0.92,,2019,9,11,37,2019-09-11
5899,37.0,2019-09-11,2.0,6.0,OPERADOR4,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-6-1,8:50:00 PM,9:45:00 PM,122.,,,0.92,,2019,9,11,37,2019-09-11
5900,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2610C,QCHI-006,NOMBREDEPEDIDO427,TIPODEPRODUCTO6,40CM,,SAP-2610C-3-2,2:20:00 PM,3:40:00 PM,35.,,,1.33,,2019,9,11,37,2019-09-11
5901,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2610C,QCHI-006,NOMBREDEPEDIDO427,TIPODEPRODUCTO6,40CM,,SAP-2610C-1-1,3:50:00 PM,5:40:00 PM,71.,,,1.83,,2019,9,11,37,2019-09-11
5902,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,,5:50:00 PM,8:50:00 PM,,,,3.,,2019,9,11,37,2019-09-11
5903,37.0,2019-09-12,1.0,7.0,OPERADOR5,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-3-1,8:30:00 AM,9:40:00 AM,156.,1.,,1.17,,2019,9,12,37,2019-09-12
5904,37.0,2019-09-12,1.0,7.0,OPERADOR5,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-5-1,9:50:00 AM,12:15:00 PM,196.,,,2.42,,2019,9,12,37,2019-09-12
5905,37.0,2019-09-12,1.0,7.0,OPERADOR5,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-4-1,12:20:00 PM,2:00:00 PM,195.,,,1.67,,2019,9,12,37,2019-09-12
5906,37.0,2019-09-12,1.0,6.0,OPERADOR7,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-7-1,6:40:00 AM,7:35:00 AM,79.,,,0.92,,2019,9,12,37,2019-09-12
5907,37.0,2019-09-12,1.0,6.0,OPERADOR7,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-7-2,7:45:00 AM,8:40:00 AM,80.,,,0.92,,2019,9,12,37,2019-09-12
5908,37.0,2019-09-12,1.0,6.0,OPERADOR7,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-5-1,8:50:00 AM,10:20:00 AM,127.,,,1.5,,2019,9,12,37,2019-09-12
5909,37.0,2019-09-12,1.0,6.0,OPERADOR7,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-9-1,10:30:00 AM,12:05:00 PM,84.,,,1.58,,2019,9,12,37,2019-09-12
5910,37.0,2019-09-12,1.0,6.0,OPERADOR7,SAP-2607,PRIS-003,NOMBREDEPEDIDO446,TIPODEPRODUCTO2,62CM,,SAP-2607-1-1,12:15:00 PM,12:40:00 PM,32.,,,0.42,,2019,9,12,37,2019-09-12
5911,37.0,2019-09-13,1.0,4.0,OPERADOR2,SAP-2612,POLE-001,NOMBREDEPEDIDO12,TIPODEPRODUCTO23,48CM,,SAP-2612-3-2,6:00:00 AM,7:20:00 AM,42.,,,1.33,,2019,9,13,37,2019-09-13
5912,37.0,2019-09-13,1.0,4.0,OPERADOR2,SAP-2612,POLE-001,NOMBREDEPEDIDO12,TIPODEPRODUCTO23,48CM,,SAP-2612-2-1,7:25:00 AM,12:00:00 PM,129.,,,4.58,,2019,9,13,37,2019-09-13
5913,37.0,2019-09-13,1.0,4.0,OPERADOR2,SAP-2614B,X-24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-5-1,12:30:00 PM,2:00:00 PM,30.,,,1.5,,2019,9,13,37,2019-09-13
5914,37.0,2019-09-12,1.0,5.0,OPERADOR3,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,SAP-2527-2-1,8:45:00 AM,9:25:00 AM,61.,,,0.67,,2019,9,12,37,2019-09-12
5915,37.0,2019-09-12,1.0,5.0,OPERADOR3,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,SAP-2527-2-2,9:35:00 AM,11:00:00 AM,110.,,,1.42,,2019,9,12,37,2019-09-12
5916,37.0,2019-09-12,1.0,5.0,OPERADOR3,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,SAP-2527-3-1,11:10:00 AM,12:00:00 PM,96.,,,0.83,,2019,9,12,37,2019-09-12
5917,37.0,2019-09-12,1.0,5.0,OPERADOR3,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,SAP-2527-3-2,12:10:00 PM,1:00:00 PM,97.,,,0.83,,2019,9,12,37,2019-09-12
5918,37.0,2019-09-12,1.0,5.0,OPERADOR3,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,SAP-2527-4-1,1:10:00 AM,2:00:00 AM,94.,,,0.83,,2019,9,12,37,2019-09-12
5919,37.0,2019-09-12,1.0,5.0,OPERADOR3,SAP-2527,IMPE-003,NOMBREDEPEDIDO447,TIPODEPRODUCTO2,60CM,,AJUSTE,,,,5.,,0.,,2019,9,12,37,2019-09-12
5920,37.0,2019-09-11,1.0,5.0,OPERADOR3,SAP-2610-C,QCHI-006,NOMBREDEPEDIDO440,TIPODEPRODUCTO6,40CM,,SAP-2610-C-2-1,9:00:00 AM,11:30:00 AM,55.,,,2.5,,2019,9,11,37,2019-09-11
5921,37.0,2019-09-11,1.0,5.0,OPERADOR3,SAP-2610-C,QCHI-006,NOMBREDEPEDIDO440,TIPODEPRODUCTO6,40CM,,SAP-2610-C-3-1,11:45:00 AM,12:30:00 PM,13.,,,0.75,,2019,9,11,37,2019-09-11
5922,37.0,2019-09-12,2.0,7.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2414B-6-1,3:00:00 PM,4:15:00 PM,90.,,,1.25,,2019,9,12,37,2019-09-12
5923,37.0,2019-09-12,2.0,7.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614B-1-1,4:25:00 PM,5:00:00 PM,86.,,,0.58,,2019,9,12,37,2019-09-12
5924,37.0,2019-09-12,2.0,7.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614B-1-2,5:15:00 PM,6:20:00 PM,65.,,,1.08,,2019,9,12,37,2019-09-12
5925,37.0,2019-09-12,2.0,7.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614B-2-1,7:10:00 PM,8:35:00 PM,109.,,,1.42,,2019,9,12,37,2019-09-12
5926,37.0,2019-09-12,2.0,7.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614B-2-2,8:45:00 PM,9:30:00 PM,55.,,,0.75,,2019,9,12,37,2019-09-12
5927,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO113,TIPODEPRODUCTO2,60CM,,SAP-2527-4-2,2:20:00 PM,3:10:00 PM,95.,,,0.83,,2019,9,11,37,2019-09-11
5928,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO113,TIPODEPRODUCTO2,60CM,,SAP-2527-1-1,3:20:00 PM,4:20:00 PM,117.,,,1.,,2019,9,11,37,2019-09-11
5929,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO113,TIPODEPRODUCTO2,60CM,,SAP-2527-5-1,4:30:00 PM,5:20:00 PM,89.,,,0.83,,2019,9,11,37,2019-09-11
5930,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO113,TIPODEPRODUCTO2,60CM,,SAP-2527-5-2,5:30:00 PM,6:20:00 PM,89.,,,0.83,,2019,9,11,37,2019-09-11
5931,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO113,TIPODEPRODUCTO2,60CM,,SAP-2527-6-1,7:30:00 PM,8:20:00 PM,82.,,,0.83,,2019,9,11,37,2019-09-11
5932,37.0,2019-09-11,2.0,5.0,OPERADOR1,SAP-2527,IMPE-003,NOMBREDEPEDIDO113,TIPODEPRODUCTO2,60CM,,SAP-2527-6-2,8:30:00 PM,9:30:00 PM,83.,,,1.,,2019,9,11,37,2019-09-11
5933,37.0,2019-09-11,2.0,4.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-6-1,3:00:00 PM,4:15:00 PM,90.,,,1.25,,2019,9,11,37,2019-09-11
5934,37.0,2019-09-11,2.0,4.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-1-1,4:25:00 PM,5:10:00 PM,86.,,,0.75,,2019,9,11,37,2019-09-11
5935,37.0,2019-09-11,2.0,4.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-1-2,5:15:00 PM,6:20:00 PM,65.,,,1.08,,2019,9,11,37,2019-09-11
5936,37.0,2019-09-11,2.0,4.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-2-1,7:10:00 PM,8:35:00 PM,109.,,,1.42,,2019,9,11,37,2019-09-11
5937,37.0,2019-09-11,2.0,4.0,OPERADOR8,SAP-2614B,X-24-006,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614B-2-2,8:45:00 PM,9:30:00 PM,55.,,,0.75,,2019,9,11,37,2019-09-11
5938,37.0,2019-09-13,1.0,6.0,OPERADOR7,SAP-2604,HECL-002,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,58.5CM,,SAP-2604-1-1,8:45:00 AM,9:25:00 AM,51.,,,0.67,,2019,9,13,37,2019-09-13
5939,37.0,2019-09-13,1.0,6.0,OPERADOR7,SAP-2604,HECL-002,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,58.5CM,,SAP-2604-1-2,9:35:00 AM,10:10:00 AM,52.,,,0.58,,2019,9,13,37,2019-09-13
5940,37.0,2019-09-13,1.0,6.0,OPERADOR7,SAP-2604,HECL-002,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,58.5CM,,SAP-2604-3-1,10:20:00 AM,11:15:00 AM,78.,,,0.92,,2019,9,13,37,2019-09-13
5941,37.0,2019-09-13,1.0,6.0,OPERADOR7,SAP-2604,HECL-002,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,58.5CM,,SAP-2604-3-2,11:50:00 AM,12:45:00 PM,78.,,,0.92,,2019,9,13,37,2019-09-13
5942,37.0,2019-09-13,1.0,6.0,OPERADOR7,SAP-2604,HECL-002,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,58.5CM,,SAP-2604-2-1,12:55:00 PM,1:55:00 PM,104.,,,1.,,2019,9,13,37,2019-09-13
5943,37.0,2019-09-13,2.0,6.0,OPERADOR4,SAP-2596,HECL-005,NOMBREDEPEDIDO11,TIPODEPRODUCTO2,80CM,,,2:20:00 PM,3:00:00 PM,,4.,,0.67,,2019,9,13,37,2019-09-13
5944,37.0,2019-09-13,2.0,6.0,OPERADOR4,SAP-2596,HECL-005,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,80CM,,SAP-2596-1-1,3:20:00 PM,4:45:00 PM,133.,,,1.42,,2019,9,13,37,2019-09-13
5945,37.0,2019-09-13,2.0,6.0,OPERADOR4,SAP-2596,HECL-005,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,80CM,,SAP-2596-2-1,5:05:00 PM,6:40:00 PM,132.,,,1.58,,2019,9,13,37,2019-09-13
5946,37.0,2019-09-13,2.0,6.0,OPERADOR4,SAP-2596,HECL-005,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,80CM,,SAP-2596-3-1,7:45:00 PM,8:50:00 PM,130.,,,1.08,,2019,9,13,37,2019-09-13
5947,37.0,2019-09-13,2.0,6.0,OPERADOR4,SAP-2596,HECL-005,NOMBREDEPEDIDO344,TIPODEPRODUCTO2,80CM,,SAP-2596-4-1,9:00:00 PM,9:40:00 PM,85.,,,0.67,,2019,9,13,37,2019-09-13
5948,37.0,2019-09-13,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-3-1,3:00:00 PM,5:10:00 PM,114.,,,2.17,,2019,9,13,37,2019-09-13
5949,37.0,2019-09-13,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-3-2,5:20:00 PM,7:30:00 PM,114.,,,2.17,,2019,9,13,37,2019-09-13
5950,37.0,2019-09-13,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-6-1,8:10:00 PM,9:15:00 PM,122.,,,1.08,,2019,9,13,37,2019-09-13
5951,37.0,2019-09-13,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-6-2,9:20:00 PM,10:00:00 PM,87.,,,0.67,,2019,9,13,37,2019-09-13
5952,37.0,2019-09-13,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-1-1,2:20:00 PM,3:30:00 PM,119.,,,1.17,,2019,9,13,37,2019-09-13
5953,37.0,2019-09-13,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-6-1,3:40:00 PM,4:50:00 PM,103.,,,1.17,,2019,9,13,37,2019-09-13
5954,37.0,2019-09-13,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-4-1,5:00:00 PM,6:00:00 PM,85.,,,1.,,2019,9,13,37,2019-09-13
5955,37.0,2019-09-13,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-4-2,7:10:00 PM,8:10:00 PM,85.,,,1.,,2019,9,13,37,2019-09-13
5956,37.0,2019-09-13,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-7-1,8:20:00 PM,9:40:00 PM,120.,,,1.33,,2019,9,13,37,2019-09-13
5957,37.0,2019-09-13,1.0,7.0,OPERADOR5,sap-2614A,X-24-003,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614A-4-1,6:30:00 AM,9:10:00 AM,200.,,,2.67,,2019,9,13,37,2019-09-13
5958,37.0,2019-09-13,1.0,7.0,OPERADOR5,SAP-2614A,X-24-003,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614A,9:35:00 AM,2:00:00 PM,209.,,,4.42,,2019,9,13,37,2019-09-13
5959,37.0,2019-09-14,1.0,7.0,OPERADOR5,SAP-2614A,X-24-003,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614A-5-1,6:40:00 AM,8:45:00 AM,222.,,,2.08,,2019,9,14,37,2019-09-14
5960,37.0,2019-09-14,1.0,7.0,OPERADOR5,SAP-2614A,X-24-003,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614A-10-1,8:50:00 AM,9:50:00 AM,100.,,,1.,,2019,9,14,37,2019-09-14
5961,37.0,2019-09-14,1.0,7.0,OPERADOR5,SAP-2614A,X-24-003,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614A-9-1,9:55:00 AM,12:10:00 PM,161.,,,2.25,,2019,9,14,37,2019-09-14
5962,37.0,2019-09-14,1.0,7.0,OPERADOR5,SAP-2614A,X-24-003,NOMBREDEPEDIDO448,TIPODEPRODUCTO23,92CM,,SAP-2614A-1-1,12:15:00 PM,2:00:00 PM,154.,,,1.75,,2019,9,14,37,2019-09-14
5963,37.0,2019-09-13,1.0,4.0,OPERADOR2,SAP-2614,X/24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-5-1,6:00:00 AM,9:00:00 AM,77.,,,3.,,2019,9,13,37,2019-09-13
5964,37.0,2019-09-13,1.0,4.0,OPERADOR2,SAP-2614,X/24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-2-1,9:05:00 AM,11:30:00 AM,93.,,,2.42,,2019,9,13,37,2019-09-13
5965,37.0,2019-09-13,1.0,4.0,OPERADOR2,SAP-2614,X/24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-1-1,11:35:00 AM,2:00:00 PM,79.,,,2.42,,2019,9,13,37,2019-09-13
5966,37.0,2019-09-14,1.0,5.0,OPERADOR2,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-7-2,6:30:00 AM,7:45:00 AM,57.,,,1.25,,2019,9,14,37,2019-09-14
5967,37.0,2019-09-14,1.0,5.0,OPERADOR2,SAP-2529,LAVI-003,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-11-1,7:50:00 AM,8:35:00 AM,115.,,,0.75,,2019,9,14,37,2019-09-14
5968,37.0,2019-09-14,1.0,5.0,OPERADOR2,SAP-2529,LAVI-004,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-10-1,8:40:00 AM,10:00:00 AM,126.,,,1.33,,2019,9,14,37,2019-09-14
5969,37.0,2019-09-14,1.0,5.0,OPERADOR2,SAP-2529,LAVI-005,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-5-1,11:00:00 AM,11:25:00 AM,75.,,,0.42,,2019,9,14,37,2019-09-14
5970,37.0,2019-09-14,1.0,5.0,OPERADOR2,SAP-2529,LAVI-006,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-5-2,11:30:00 AM,12:00:00 PM,75.,,,0.5,,2019,9,14,37,2019-09-14
5971,37.0,2019-09-14,1.0,5.0,OPERADOR2,SAP-2529,LAVI-007,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-8-1,12:15:00 PM,1:30:00 PM,130.,,,1.25,,2019,9,14,37,2019-09-14
5972,37.0,2019-09-14,1.0,6.0,OPERADOR7,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-6-1,8:35:00 AM,8:50:00 AM,26.,1.,,0.25,,2019,9,14,37,2019-09-14
5973,37.0,2019-09-14,1.0,6.0,OPERADOR7,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-6-2,9:00:00 AM,10:10:00 AM,130.,,,1.17,,2019,9,14,37,2019-09-14
5974,37.0,2019-09-14,1.0,6.0,OPERADOR7,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-3-1,10:50:00 AM,11:40:00 AM,90.,,,0.83,,2019,9,14,37,2019-09-14
5975,37.0,2019-09-14,1.0,6.0,OPERADOR7,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-3-2,11:45:00 AM,12:40:00 PM,90.,,,0.92,,2019,9,14,37,2019-09-14
5976,37.0,2019-09-14,1.0,6.0,OPERADOR7,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-2-1,12:50:00 PM,1:45:00 PM,83.,,,0.92,,2019,9,14,37,2019-09-14
5977,37.0,2019-09-14,1.0,4.0,OPERADOR11,SAP-2614,X/24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-3-1,6:35:00 AM,8:50:00 AM,68.,,,2.25,,2019,9,14,37,2019-09-14
5978,37.0,2019-09-14,1.0,4.0,OPERADOR11,SAP-2614,X/24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-4-1,9:10:00 AM,11:20:00 AM,48.,,,2.17,,2019,9,14,37,2019-09-14
5979,37.0,2019-09-14,1.0,4.0,OPERADOR11,SAP-2614,X/24-002,NOMBREDEPEDIDO449,TIPODEPRODUCTO18,50CM,,SAP-2614-6-1,11:30:00 AM,1:40:00 PM,90.,,,2.17,,2019,9,14,37,2019-09-14
5980,37.0,2019-09-14,2.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-2-2,2:20:00 PM,3:45:00 PM,80.,,,1.42,,2019,9,14,37,2019-09-14
5981,37.0,2019-09-14,2.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-9-1,4:00:00 PM,5:30:00 PM,150.,,,1.5,,2019,9,14,37,2019-09-14
5982,37.0,2019-09-14,2.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-9-2,5:45:00 PM,6:05:00 PM,22.,,,0.33,,2019,9,14,37,2019-09-14
5983,37.0,2019-09-14,2.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-10-1,7:30:00 PM,8:30:00 PM,105.,,,1.,,2019,9,14,37,2019-09-14
5984,37.0,2019-09-14,2.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-11-1,8:45:00 PM,9:42:00 PM,131.,,,0.95,,2019,9,14,37,2019-09-14
5985,37.0,2019-09-14,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-8-2,2:20:00 PM,3:00:00 PM,49.,,,0.67,,2019,9,14,37,2019-09-14
5986,37.0,2019-09-14,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-12-1,3:10:00 PM,4:10:00 PM,92.,,,1.,,2019,9,14,37,2019-09-14
5987,37.0,2019-09-14,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-12-2,4:20:00 PM,5:20:00 PM,92.,,,1.,,2019,9,14,37,2019-09-14
5988,37.0,2019-09-14,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-3-1,6:00:00 PM,7:05:00 PM,113.,,,1.08,,2019,9,14,37,2019-09-14
5989,37.0,2019-09-14,2.0,5.0,OPERADOR1,SAP-2529,LAVI-002,NOMBREDEPEDIDO246,TIPODEPRODUCTO2,59CM,,SAP-2529-9-1,8:00:00 PM,9:35:00 PM,157.,,,1.58,,2019,9,14,37,2019-09-14
5990,37.0,2019-09-14,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-8-1,2:40:00 PM,4:10:00 PM,145.,,,1.5,,2019,9,14,37,2019-09-14
5991,37.0,2019-09-14,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-8-2,4:30:00 PM,6:00:00 PM,100.,,,1.5,,2019,9,14,37,2019-09-14
5992,37.0,2019-09-14,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-7-1,7:00:00 PM,8:30:00 PM,129.,,,1.5,,2019,9,14,37,2019-09-14
5993,37.0,2019-09-14,2.0,7.0,OPERADOR8,SAP-2614A,X-24-003,NOMBREDEPEDIDO450,TIPODEPRODUCTO23,92CM,,SAP-2614A-7-2,8:40:00 PM,9:40:00 PM,65.,,,1.,,2019,9,14,37,2019-09-14
5994,38.0,2019-09-17,1.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-12-1,6:30:00 AM,7:30:00 AM,89.,,,1.,,2019,9,17,38,2019-09-17
5995,38.0,2019-09-17,1.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-12-2,7:40:00 AM,8:30:00 AM,89.,,,0.83,,2019,9,17,38,2019-09-17
5996,38.0,2019-09-17,1.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-5-1,8:40:00 AM,9:30:00 AM,85.,,,0.83,,2019,9,17,38,2019-09-17
5997,38.0,2019-09-17,1.0,6.0,OPERADOR4,SAP-2592,ELNO-001,NOMBREDEPEDIDO451,TIPODEPRODUCTO2,59CM,,SAP-2592-5-2,9:40:00 AM,10:40:00 AM,84.,,,1.,,2019,9,17,38,2019-09-17
